trial_id,cell,ordering,ratio,k,k_actual,argmax_preserved,target_preserved_top1,patched_argmax_id,patched_target_rank,patched_target_logit,patched_competitor_logit,patched_margin,clean_target_logit,delta_target_logit
P101_10027,hihp,hihp_imp_asc,0.05,39,39,True,False,52484,17,14.9375,12.8125,2.125,14.4375,0.5
P101_10027,hihp,hihp_imp_asc,0.1,78,78,True,False,52484,15,15.0,12.875,2.125,14.4375,0.5625
P101_10027,hihp,hihp_imp_asc,0.2,156,156,True,False,52484,10,15.3125,12.75,2.5625,14.4375,0.875
P101_10027,hihp,hihp_imp_asc,0.3,235,235,False,False,37596,11,13.5625,12.0,1.5625,14.4375,-0.875
P101_10027,hihp,hihp_imp_asc,0.5,392,274,False,False,10535,796,7.3125,8.1875,-0.875,14.4375,-7.125
P101_10027,hilp,hilp_imp_asc,0.05,39,39,True,False,52484,19,14.5,12.5625,1.9375,14.4375,0.0625
P101_10027,hilp,hilp_imp_asc,0.1,78,78,False,False,35972,17,14.625,12.6875,1.9375,14.4375,0.1875
P101_10027,hilp,hilp_imp_asc,0.2,156,118,False,False,279,50,12.3125,10.3125,2.0,14.4375,-2.125
P101_10027,hilp,hilp_imp_asc,0.3,235,118,False,False,279,50,12.3125,10.3125,2.0,14.4375,-2.125
P101_10027,hilp,hilp_imp_asc,0.5,392,118,False,False,279,50,12.3125,10.3125,2.0,14.4375,-2.125
P101_10027,C,C_imp_asc,0.05,39,39,True,False,52484,18,14.375,12.4375,1.9375,14.4375,-0.0625
P101_10027,C,C_imp_asc,0.1,78,78,False,False,6366,31,14.0,12.625,1.375,14.4375,-0.4375
P101_10027,C,C_imp_asc,0.2,156,118,False,False,35972,29,14.0,12.75,1.25,14.4375,-0.4375
P101_10027,C,C_imp_asc,0.3,235,118,False,False,35972,29,14.0,12.75,1.25,14.4375,-0.4375
P101_10027,C,C_imp_asc,0.5,392,118,False,False,35972,29,14.0,12.75,1.25,14.4375,-0.4375
P101_10027,D,D_imp_asc,0.05,39,39,True,False,52484,18,14.4375,12.5,1.9375,14.4375,0.0
P101_10027,D,D_imp_asc,0.1,78,78,True,False,52484,19,14.4375,12.5625,1.875,14.4375,0.0
P101_10027,D,D_imp_asc,0.2,156,156,True,False,52484,17,14.5,12.5625,1.9375,14.4375,0.0625
P101_10027,D,D_imp_asc,0.3,235,235,True,False,52484,17,14.6875,12.625,2.0625,14.4375,0.25
P101_10027,D,D_imp_asc,0.5,392,274,True,False,52484,14,14.6875,12.6875,2.0,14.4375,0.25
P101_10066,hihp,hihp_imp_asc,0.05,39,39,True,False,1304,24,13.25,4.65625,8.59375,13.25,0.0
P101_10066,hihp,hihp_imp_asc,0.1,78,78,True,False,1304,23,13.3125,5.375,7.9375,13.25,0.0625
P101_10066,hihp,hihp_imp_asc,0.2,156,156,True,False,1304,14,12.375,5.28125,7.09375,13.25,-0.875
P101_10066,hihp,hihp_imp_asc,0.3,235,235,False,False,510,15,11.875,9.125,2.75,13.25,-1.375
