pair_id,word_a,word_b,first_subtoken_id_a,first_subtoken_id_b,first_subtoken_text_a,first_subtoken_text_b,token_count_a,token_count_b,logit_gap_A_colon
pair0,pluswounwe,nilflerpem,5519,2092,plus,nil,4,4,0.1875
pair1,bulrirles,plurporprom,7028,59117,bul,plur,3,3,0.2890625
pair2,bonstepeik,karplulon,7814,23425,bon,kar,4,4,0.421875
pair3,grubefas,veilreveim,73706,58255,grub,veil,3,3,0.03515625
pair4,mongelpreir,sousnoltour,74542,31492,mong,sous,4,4,0.0234375
pair5,tilzalrus,kulslilkrem,10266,74416,til,kul,4,4,0.13330078125
pair6,treleirspik,ferstolbrut,4258,18227,tre,fer,5,5,0.265625
pair7,zeselbreim,dameirgrein,137584,64767,zes,dame,4,4,0.078125
pair8,banfelvour,lolvowair,8943,27409,ban,lol,4,4,0.34375
pair9,golflounsil,treilrukron,44449,4258,gol,tre,4,4,0.1875
pair10,presdeidom,tinmoulrok,1652,24790,pres,tin,4,4,0.40625
pair11,nosrilrait,firgresdin,11891,33992,nos,fir,3,3,0.140625
pair12,saisbronwim,zoungairmu,62662,72121,sais,zou,4,4,0.39697265625
pair13,grekoutram,posguslan,2816,1133,gre,pos,4,4,0.125
pair14,gasgrelnam,dilfonpeis,6819,18840,gas,dil,4,4,0.1875
pair15,treinkispir,finprilna,4258,1875,tre,fin,4,4,0.140625
pair16,speivanlail,grafeplut,2341,27599,spe,gra,4,4,0.384765625
pair17,zakaisgros,venkoudaim,50315,11208,zak,ven,4,4,0.20703125
pair18,kirpronsous,wanstartrit,72630,77753,kir,wan,4,4,0.0859375
pair19,pusstulmair,zerfounbrut,74576,76178,pus,zer,5,5,0.09765625
pair20,pagrekum,torfanmek,14774,5683,pag,tor,3,3,0.21875
pair21,tulbrofut,flankoukran,60936,69492,tul,flank,4,4,0.375
pair22,dusloulfar,kupralslu,52432,80708,dus,kup,4,4,0.359375
pair23,sleinrutul,nalvoustair,19747,84533,sle,nal,4,4,0.0703125
pair24,fasgrurprul,kosplolspun,66518,40397,fas,kos,5,5,0.306640625
pair25,bronwersles,rinairnar,29971,53721,bron,rin,3,3,0.11572265625
pair26,tertoumik,kabrounzis,97114,73995,tert,kab,4,4,0.465087890625
pair27,sorbrurkras,ginbaikreim,24534,46183,sor,gin,5,5,0.390625
pair28,plewainnet,bislosbreir,7100,14840,ple,bis,4,4,0.3828125
pair29,stoslorbrek,furbransak,95983,18241,stos,fur,4,4,0.2802734375
pair30,pelbeilkain,roubronlaim,11814,28365,pel,rou,4,4,0.12890625
pair31,saisfarti,bewourkir,62662,26956,sais,bew,3,3,0.392578125
pair32,forbrenpler,solmesvin,54744,2048,forb,sol,3,3,0.40625
pair33,loungeisdun,vagarler,37932,17314,lounge,vag,3,3,0.36328125
pair34,darkeivais,plelwopleir,15269,7100,dar,ple,4,4,0.3515625
pair35,karprelpoun,gunlelpair,23425,6038,kar,gun,4,4,0.484375
pair36,keinweldok,dollousnoul,48803,7649,kein,doll,4,4,0.3671875
pair37,lonbroflin,kolbinbrel,17806,47119,lon,kol,4,4,0.2734375
pair38,solgairmur,birwustut,2048,15248,sol,bir,4,4,0.453125
pair39,stirwelbrul,toulerstus,23065,14776,stir,tou,4,4,0.328125
pair40,bunpoultil,walweikren,44821,40826,bun,wal,4,4,0.318603515625
pair41,risreinprim,fasainzum,9824,66518,ris,fas,4,4,0.43505859375
pair42,dongroulge,paplislei,72736,25298,dong,pap,4,4,0.40625
pair43,silmespout,murunfoul,5437,8146,sil,mur,4,4,0.302734375
pair44,fleinselbak,plaissutrai,12962,39752,fle,pla,4,4,0.12890625
pair45,virflalmor,dolbounslek,8867,21270,vir,dol,4,4,0.2490234375
pair46,sleirgistim,masturspaim,19747,18700,sle,mast,4,4,0.1875
