trial_id,relation,subject,target,competitor,target_id,competitor_id,argmax_id,argmax_token,target_rank,target_logit,competitor_logit,margin,is_top1,is_top5
P101_10027,P101,Boris Delaunay,geometry,physics,17047,21321,52484, geometric,18,14.4375,12.5625,1.875,False,False
P101_10066,P101,Carl Hovland,psychology,physics,29918,21321,1304, __,34,13.25,4.25,9.0,False,False
P103_0,P103,Danielle Darrieux,French,Russian,8585,8522,8585, French,1,15.25,7.71875,7.53125,True,True
P103_10038,P103,Alfred Capus,French,Russian,8585,8522,5938, German,4,14.5,11.75,2.75,False,True
P106_10026,P106,Henry Maudsley,psychiatrist,actor,72869,12089,1304, __,20,9.125,1.3984375,7.7265625,False,False
P106_10076,P106,Georgina Leonidas,actor,politician,12089,35938,10049, artist,8,14.375,4.65625,9.71875,False,False
P108_10032,P108,Guido van Rossum,Google,BBC,5085,18096,72584, Dropbox,2,16.625,5.21875,11.40625,False,True
P108_10064,P108,Krishna Bharat,Google,BBC,5085,18096,279, the,8,11.25,8.0,3.25,False,False
P127_10,P127,BBC One,BBC,Google,18096,5085,12872, contrast,7,9.4375,3.1875,6.25,False,False
P127_10040,P127,Cognos,IBM,Google,27922,5085,11,",",105,5.96875,3.0625,2.90625,False,False
P1303_10011,P1303,Marvin Stamm,trumpet,piano,91259,26278,91259, trumpet,1,14.625,9.75,4.875,True,True
P1303_10017,P1303,Herbert Fryer,piano,guitar,26278,16986,264, a,18,10.4375,10.25,0.1875,False,False
P131_10018,P131,Schwules Museum,Berlin,Pennsylvania,19846,19771,279, the,3,14.375,0.87890625,13.49609375,False,True
P131_10045,P131,Neighborhoods in Detroit,Detroit,Pennsylvania,19761,19771,264, a,31,6.53125,-0.1767578125,6.7080078125,False,False
P136_10043,P136,Mark Bucci,opera,jazz,42416,33897,264, a,578,4.625,7.4375,-2.8125,False,False
P136_10065,P136,Alexander O'Neal,funk,jazz,68292,33897,264, a,65,9.8125,11.8125,-2.0,False,False
P138_10042,P138,Beijing Capital International Airport,Beijing,Victoria,26549,22417,279, the,3,11.9375,3.65625,8.28125,False,True
P138_1009,P138,HMAS Sydney,Sydney,Victoria,21273,22417,279, the,2,16.25,10.4375,5.8125,False,True
P140_1,P140,Edwin of Northumbria,Christianity,Islam,31086,14910,510,":
",5,13.9375,9.375,4.5625,False,True
