group,ratio,crel_pair,pair_id,attr_dim,tgt_tok,argmax_clean,argmax_patched,is_correct_clean,is_correct_patched,is_argmax_flip,target_logit_delta_signed,source_logit_delta_signed
hihp_imp_desc,0.05,SAME-OPP,pair0,P,13939,13939,13939,1,1,0,-0.625,1.25
hihp_imp_desc,0.05,SAME-OPP,pair0,Q,6351,22096,22096,0,0,0,-1.125,0.8125
hihp_imp_desc,0.05,SAME-OPP,pair1,P,13939,13939,13939,1,1,0,-0.5,1.0
hihp_imp_desc,0.05,SAME-OPP,pair1,Q,6351,6351,6351,1,1,0,-0.625,0.3125
hihp_imp_desc,0.05,SAME-OPP,pair2,P,13939,13939,13939,1,1,0,-1.0,1.9375
hihp_imp_desc,0.05,SAME-OPP,pair2,Q,6351,6351,6351,1,1,0,-1.25,2.0625
hihp_imp_desc,0.05,SAME-OPP,pair3,P,13939,13939,13939,1,1,0,-1.625,0.625
hihp_imp_desc,0.05,SAME-OPP,pair3,Q,6351,6351,6351,1,1,0,-3.375,-0.75
hihp_imp_desc,0.05,SAME-OPP,pair4,P,13939,13939,13939,1,1,0,-1.0,1.625
hihp_imp_desc,0.05,SAME-OPP,pair4,Q,6351,6351,6351,1,1,0,-0.5,2.6875
hihp_imp_desc,0.05,SAME-OPP,pair5,P,13939,13939,13939,1,1,0,-0.75,2.5625
hihp_imp_desc,0.05,SAME-OPP,pair5,Q,6351,6351,6351,1,1,0,-1.0,1.125
hihp_imp_desc,0.05,SAME-OPP,pair6,P,13939,13939,13939,1,1,0,-1.375,1.5625
hihp_imp_desc,0.05,SAME-OPP,pair6,Q,6351,6351,6351,1,1,0,-1.5,1.3125
hihp_imp_desc,0.05,SAME-OPP,pair7,P,13939,13939,13939,1,1,0,-0.5,1.125
hihp_imp_desc,0.05,SAME-OPP,pair7,Q,6351,6351,6351,1,1,0,-0.625,1.625
hihp_imp_desc,0.05,SAME-OPP,pair8,P,13939,13939,13939,1,1,0,-0.875,2.0
hihp_imp_desc,0.05,SAME-OPP,pair8,Q,6351,22096,22096,0,0,0,-1.25,1.25
hihp_imp_desc,0.05,SAME-OPP,pair9,P,13939,13939,13939,1,1,0,-1.125,1.375
hihp_imp_desc,0.05,SAME-OPP,pair9,Q,6351,6351,6351,1,1,0,-1.75,0.5
hihp_imp_desc,0.05,SAME-MORE,pair0,P,13939,13939,13939,1,1,0,0.0,-2.75
hihp_imp_desc,0.05,SAME-MORE,pair0,Q,6351,22096,22096,0,0,0,-0.875,2.3125
hihp_imp_desc,0.05,SAME-MORE,pair1,P,13939,13939,13939,1,1,0,-0.125,-2.0625
hihp_imp_desc,0.05,SAME-MORE,pair1,Q,6351,6351,22096,1,0,1,-2.125,2.1875
hihp_imp_desc,0.05,SAME-MORE,pair2,P,13939,13939,13939,1,1,0,-0.5,-2.8125
hihp_imp_desc,0.05,SAME-MORE,pair2,Q,6351,6351,22096,1,0,1,-1.75,1.0
hihp_imp_desc,0.05,SAME-MORE,pair3,P,13939,13939,13939,1,1,0,0.0,-2.34375
hihp_imp_desc,0.05,SAME-MORE,pair3,Q,6351,6351,6351,1,1,0,-2.125,0.9375
hihp_imp_desc,0.05,SAME-MORE,pair4,P,13939,13939,13939,1,1,0,-1.5,1.6875
hihp_imp_desc,0.05,SAME-MORE,pair4,Q,6351,6351,22096,1,0,1,-0.875,2.9375
hihp_imp_desc,0.05,SAME-MORE,pair5,P,13939,13939,13939,1,1,0,-1.25,-2.3125
hihp_imp_desc,0.05,SAME-MORE,pair5,Q,6351,6351,6351,1,1,0,-1.25,1.5625
hihp_imp_desc,0.05,SAME-MORE,pair6,P,13939,13939,13939,1,1,0,-0.625,-0.3125
hihp_imp_desc,0.05,SAME-MORE,pair6,Q,6351,6351,6351,1,1,0,-1.75,0.375
hihp_imp_desc,0.05,SAME-MORE,pair7,P,13939,13939,13939,1,1,0,-0.375,-0.59375
hihp_imp_desc,0.05,SAME-MORE,pair7,Q,6351,6351,6351,1,1,0,-0.25,0.6875
hihp_imp_desc,0.05,SAME-MORE,pair8,P,13939,13939,13939,1,1,0,-1.875,-1.4375
hihp_imp_desc,0.05,SAME-MORE,pair8,Q,6351,22096,22096,0,0,0,-2.375,1.625
hihp_imp_desc,0.05,SAME-MORE,pair9,P,13939,13939,13939,1,1,0,-0.75,-1.0625
hihp_imp_desc,0.05,SAME-MORE,pair9,Q,6351,6351,6351,1,1,0,-2.75,0.5625
hihp_imp_desc,0.05,SAME-LESS,pair0,P,13939,13939,13939,1,1,0,0.0,-3.625
hihp_imp_desc,0.05,SAME-LESS,pair0,Q,6351,22096,22096,0,0,0,-1.875,-0.125
hihp_imp_desc,0.05,SAME-LESS,pair1,P,13939,13939,13939,1,1,0,-0.25,-4.609375
hihp_imp_desc,0.05,SAME-LESS,pair1,Q,6351,6351,6351,1,1,0,-3.125,1.5
hihp_imp_desc,0.05,SAME-LESS,pair2,P,13939,13939,13939,1,1,0,-0.375,1.375
hihp_imp_desc,0.05,SAME-LESS,pair2,Q,6351,6351,6351,1,1,0,-2.875,1.75
hihp_imp_desc,0.05,SAME-LESS,pair3,P,13939,13939,13939,1,1,0,-0.5,-1.0
hihp_imp_desc,0.05,SAME-LESS,pair3,Q,6351,6351,6351,1,1,0,-2.375,0.0
hihp_imp_desc,0.05,SAME-LESS,pair4,P,13939,13939,13939,1,1,0,-1.0,1.4375
hihp_imp_desc,0.05,SAME-LESS,pair4,Q,6351,6351,22096,1,0,1,-2.375,-0.125
hihp_imp_desc,0.05,SAME-LESS,pair5,P,13939,13939,13939,1,1,0,-0.5,-4.6875
hihp_imp_desc,0.05,SAME-LESS,pair5,Q,6351,6351,6351,1,1,0,-1.875,-0.375
hihp_imp_desc,0.05,SAME-LESS,pair6,P,13939,13939,13939,1,1,0,-0.25,-0.3125
hihp_imp_desc,0.05,SAME-LESS,pair6,Q,6351,6351,6351,1,1,0,-2.375,0.75
hihp_imp_desc,0.05,SAME-LESS,pair7,P,13939,13939,13939,1,1,0,-1.125,-2.96875
hihp_imp_desc,0.05,SAME-LESS,pair7,Q,6351,6351,6351,1,1,0,-0.5,-1.625
hihp_imp_desc,0.05,SAME-LESS,pair8,P,13939,13939,13939,1,1,0,-0.375,-4.3125
hihp_imp_desc,0.05,SAME-LESS,pair8,Q,6351,22096,22096,0,0,0,-1.375,-1.25
hihp_imp_desc,0.05,SAME-LESS,pair9,P,13939,13939,13939,1,1,0,-1.375,-0.9375
hihp_imp_desc,0.05,SAME-LESS,pair9,Q,6351,6351,6351,1,1,0,-3.0,0.25
hihp_imp_desc,0.05,OPP-MORE,pair0,P,45778,45778,45778,1,1,0,-0.375,-0.6875
hihp_imp_desc,0.05,OPP-MORE,pair0,Q,4285,4285,4285,1,1,0,0.5,1.3125
hihp_imp_desc,0.05,OPP-MORE,pair1,P,45778,45778,45778,1,1,0,-0.75,-0.15625
hihp_imp_desc,0.05,OPP-MORE,pair1,Q,4285,4285,4285,1,1,0,-0.125,2.0625
