group,ratio,crel_pair,pair_id,attr_dim,tgt_tok,argmax_clean,argmax_patched,is_correct_clean,is_correct_patched,is_argmax_flip,target_logit_delta_signed,source_logit_delta_signed
hihp_imp_desc,0.05,SAME-OPP,pair0,P,16627,65337,50799,0,0,1,-9.25,9.75
hihp_imp_desc,0.05,SAME-OPP,pair0,Q,3996,27916,17983,0,0,1,-6.375,12.375
hihp_imp_desc,0.05,SAME-OPP,pair1,P,16627,65337,565,0,0,1,-9.25,14.5
hihp_imp_desc,0.05,SAME-OPP,pair1,Q,3996,27916,17983,0,0,1,-3.875,20.0625
hihp_imp_desc,0.05,SAME-OPP,pair2,P,16627,65337,565,0,0,1,-9.375,15.125
hihp_imp_desc,0.05,SAME-OPP,pair2,Q,3996,27916,17983,0,0,1,-4.625,17.75
hihp_imp_desc,0.05,SAME-OPP,pair3,P,16627,65337,50799,0,0,1,-8.5,13.375
hihp_imp_desc,0.05,SAME-OPP,pair3,Q,3996,27916,17983,0,0,1,-8.375,15.25
hihp_imp_desc,0.05,SAME-OPP,pair4,P,16627,65337,565,0,0,1,-9.0,15.125
hihp_imp_desc,0.05,SAME-OPP,pair4,Q,3996,27916,17983,0,0,1,-8.875,17.375
hihp_imp_desc,0.05,SAME-OPP,pair5,P,16627,65337,565,0,0,1,-10.125,15.625
hihp_imp_desc,0.05,SAME-OPP,pair5,Q,3996,27916,17983,0,0,1,-6.75,18.5
hihp_imp_desc,0.05,SAME-OPP,pair6,P,16627,65337,565,0,0,1,-8.125,14.125
hihp_imp_desc,0.05,SAME-OPP,pair6,Q,3996,27916,17983,0,0,1,-8.75,15.125
hihp_imp_desc,0.05,SAME-OPP,pair7,P,16627,65337,565,0,0,1,-9.375,15.875
hihp_imp_desc,0.05,SAME-OPP,pair7,Q,3996,27916,17983,0,0,1,-2.625,18.25
hihp_imp_desc,0.05,SAME-OPP,pair8,P,16627,65337,565,0,0,1,-11.625,14.125
hihp_imp_desc,0.05,SAME-OPP,pair8,Q,3996,27916,17983,0,0,1,-4.125,17.75
hihp_imp_desc,0.05,SAME-OPP,pair9,P,16627,65337,565,0,0,1,-8.25,15.25
hihp_imp_desc,0.05,SAME-OPP,pair9,Q,3996,27916,17983,0,0,1,-6.125,17.625
hihp_imp_desc,0.05,SAME-MORE,pair0,P,16627,65337,65337,0,0,0,0.75,-2.375
hihp_imp_desc,0.05,SAME-MORE,pair0,Q,3996,27916,27916,0,0,0,-2.0,-0.125
