trial_id,layer,head,clean_target_logit,patched_target_logit,delta_target_logit
P101_10027,0,0,14.4375,14.5,0.0625
P101_10027,0,1,14.4375,14.375,-0.0625
P101_10027,0,2,14.4375,14.5,0.0625
P101_10027,0,3,14.4375,14.5,0.0625
P101_10027,0,4,14.4375,14.5,0.0625
P101_10027,0,5,14.4375,14.4375,0.0
P101_10027,0,6,14.4375,14.4375,0.0
P101_10027,0,7,14.4375,14.4375,0.0
P101_10027,0,8,14.4375,14.4375,0.0
P101_10027,0,9,14.4375,14.4375,0.0
P101_10027,0,10,14.4375,14.5,0.0625
P101_10027,0,11,14.4375,14.5625,0.125
P101_10027,0,12,14.4375,14.4375,0.0
P101_10027,0,13,14.4375,14.5,0.0625
P101_10027,0,14,14.4375,14.4375,0.0
P101_10027,0,15,14.4375,14.4375,0.0
P101_10027,0,16,14.4375,14.4375,0.0
P101_10027,0,17,14.4375,14.4375,0.0
P101_10027,0,18,14.4375,14.5,0.0625
P101_10027,0,19,14.4375,14.4375,0.0
P101_10027,0,20,14.4375,14.4375,0.0
P101_10027,0,21,14.4375,14.4375,0.0
P101_10027,0,22,14.4375,14.4375,0.0
P101_10027,0,23,14.4375,14.375,-0.0625
P101_10027,0,24,14.4375,14.4375,0.0
P101_10027,0,25,14.4375,14.375,-0.0625
P101_10027,0,26,14.4375,14.375,-0.0625
P101_10027,0,27,14.4375,14.375,-0.0625
P101_10027,1,0,14.4375,14.4375,0.0
P101_10027,1,1,14.4375,14.375,-0.0625
P101_10027,1,2,14.4375,14.4375,0.0
P101_10027,1,3,14.4375,14.4375,0.0
P101_10027,1,4,14.4375,14.375,-0.0625
P101_10027,1,5,14.4375,14.375,-0.0625
P101_10027,1,6,14.4375,14.4375,0.0
P101_10027,1,7,14.4375,14.4375,0.0
P101_10027,1,8,14.4375,14.375,-0.0625
P101_10027,1,9,14.4375,14.375,-0.0625
P101_10027,1,10,14.4375,14.5,0.0625
P101_10027,1,11,14.4375,14.375,-0.0625
P101_10027,1,12,14.4375,14.4375,0.0
P101_10027,1,13,14.4375,14.375,-0.0625
P101_10027,1,14,14.4375,14.5,0.0625
P101_10027,1,15,14.4375,14.375,-0.0625
P101_10027,1,16,14.4375,14.375,-0.0625
P101_10027,1,17,14.4375,14.4375,0.0
P101_10027,1,18,14.4375,14.4375,0.0
P101_10027,1,19,14.4375,14.375,-0.0625
P101_10027,1,20,14.4375,14.4375,0.0
P101_10027,1,21,14.4375,14.375,-0.0625
P101_10027,1,22,14.4375,14.4375,0.0
P101_10027,1,23,14.4375,14.4375,0.0
P101_10027,1,24,14.4375,14.4375,0.0
P101_10027,1,25,14.4375,14.5,0.0625
P101_10027,1,26,14.4375,14.375,-0.0625
P101_10027,1,27,14.4375,14.4375,0.0
P101_10027,2,0,14.4375,14.4375,0.0
P101_10027,2,1,14.4375,14.4375,0.0
P101_10027,2,2,14.4375,14.4375,0.0
P101_10027,2,3,14.4375,14.4375,0.0
P101_10027,2,4,14.4375,14.4375,0.0
P101_10027,2,5,14.4375,14.375,-0.0625
P101_10027,2,6,14.4375,14.4375,0.0
P101_10027,2,7,14.4375,14.4375,0.0
P101_10027,2,8,14.4375,14.375,-0.0625
P101_10027,2,9,14.4375,14.5,0.0625
P101_10027,2,10,14.4375,14.5,0.0625
P101_10027,2,11,14.4375,14.4375,0.0
P101_10027,2,12,14.4375,14.375,-0.0625
P101_10027,2,13,14.4375,14.375,-0.0625
P101_10027,2,14,14.4375,14.4375,0.0
P101_10027,2,15,14.4375,14.4375,0.0
P101_10027,2,16,14.4375,14.5,0.0625
P101_10027,2,17,14.4375,14.4375,0.0
P101_10027,2,18,14.4375,14.4375,0.0
P101_10027,2,19,14.4375,14.4375,0.0
P101_10027,2,20,14.4375,14.4375,0.0
P101_10027,2,21,14.4375,14.4375,0.0
P101_10027,2,22,14.4375,14.5,0.0625
P101_10027,2,23,14.4375,14.375,-0.0625
P101_10027,2,24,14.4375,14.5,0.0625
P101_10027,2,25,14.4375,14.4375,0.0
P101_10027,2,26,14.4375,14.4375,0.0
P101_10027,2,27,14.4375,14.4375,0.0
P101_10027,3,0,14.4375,14.4375,0.0
P101_10027,3,1,14.4375,14.4375,0.0
P101_10027,3,2,14.4375,14.4375,0.0
P101_10027,3,3,14.4375,14.375,-0.0625
P101_10027,3,4,14.4375,14.3125,-0.125
P101_10027,3,5,14.4375,14.375,-0.0625
P101_10027,3,6,14.4375,14.375,-0.0625
P101_10027,3,7,14.4375,14.375,-0.0625
P101_10027,3,8,14.4375,14.375,-0.0625
P101_10027,3,9,14.4375,14.4375,0.0
P101_10027,3,10,14.4375,14.4375,0.0
P101_10027,3,11,14.4375,14.4375,0.0
P101_10027,3,12,14.4375,14.4375,0.0
P101_10027,3,13,14.4375,14.375,-0.0625
P101_10027,3,14,14.4375,14.4375,0.0
P101_10027,3,15,14.4375,14.375,-0.0625
P101_10027,3,16,14.4375,14.3125,-0.125
P101_10027,3,17,14.4375,14.375,-0.0625
P101_10027,3,18,14.4375,14.4375,0.0
P101_10027,3,19,14.4375,14.375,-0.0625
P101_10027,3,20,14.4375,14.4375,0.0
P101_10027,3,21,14.4375,14.3125,-0.125
P101_10027,3,22,14.4375,14.4375,0.0
P101_10027,3,23,14.4375,14.375,-0.0625
P101_10027,3,24,14.4375,14.375,-0.0625
P101_10027,3,25,14.4375,14.4375,0.0
P101_10027,3,26,14.4375,14.4375,0.0
P101_10027,3,27,14.4375,14.5,0.0625
P101_10027,4,0,14.4375,14.375,-0.0625
P101_10027,4,1,14.4375,14.4375,0.0
P101_10027,4,2,14.4375,14.4375,0.0
P101_10027,4,3,14.4375,14.375,-0.0625
P101_10027,4,4,14.4375,14.375,-0.0625
P101_10027,4,5,14.4375,14.4375,0.0
P101_10027,4,6,14.4375,14.4375,0.0
P101_10027,4,7,14.4375,14.4375,0.0
P101_10027,4,8,14.4375,14.5,0.0625
P101_10027,4,9,14.4375,14.4375,0.0
P101_10027,4,10,14.4375,14.4375,0.0
P101_10027,4,11,14.4375,14.4375,0.0
P101_10027,4,12,14.4375,14.5,0.0625
P101_10027,4,13,14.4375,14.4375,0.0
P101_10027,4,14,14.4375,14.5,0.0625
P101_10027,4,15,14.4375,14.4375,0.0
P101_10027,4,16,14.4375,14.4375,0.0
P101_10027,4,17,14.4375,14.4375,0.0
P101_10027,4,18,14.4375,14.375,-0.0625
P101_10027,4,19,14.4375,14.375,-0.0625
P101_10027,4,20,14.4375,14.4375,0.0
P101_10027,4,21,14.4375,14.375,-0.0625
P101_10027,4,22,14.4375,14.375,-0.0625
P101_10027,4,23,14.4375,14.375,-0.0625
P101_10027,4,24,14.4375,14.5,0.0625
P101_10027,4,25,14.4375,14.5625,0.125
P101_10027,4,26,14.4375,14.375,-0.0625
P101_10027,4,27,14.4375,14.375,-0.0625
P101_10027,5,0,14.4375,14.4375,0.0
P101_10027,5,1,14.4375,14.4375,0.0
P101_10027,5,2,14.4375,14.375,-0.0625
P101_10027,5,3,14.4375,14.5,0.0625
P101_10027,5,4,14.4375,14.4375,0.0
P101_10027,5,5,14.4375,14.375,-0.0625
P101_10027,5,6,14.4375,14.4375,0.0
