group,ratio,crel_pair,pair_id,attr_dim,tgt_tok,argmax_clean,argmax_patched,is_correct_clean,is_correct_patched,is_argmax_flip,target_logit_delta_signed,source_logit_delta_signed
hihp_imp_desc,0.05,SAME-OPP,pair0,P,10758,632,632,0,0,0,0.008440017700195312,-0.011128425598144531
hihp_imp_desc,0.05,SAME-OPP,pair0,Q,3716,39733,39733,0,0,0,-0.00466156005859375,0.1051483154296875
hihp_imp_desc,0.05,SAME-OPP,pair1,P,10758,27059,27059,0,0,0,-0.03900623321533203,-0.0014019012451171875
hihp_imp_desc,0.05,SAME-OPP,pair1,Q,3716,19157,19157,0,0,0,0.00203704833984375,0.10665035247802734
hihp_imp_desc,0.05,SAME-OPP,pair2,P,10758,632,27059,0,0,1,0.06900691986083984,0.0035037994384765625
hihp_imp_desc,0.05,SAME-OPP,pair2,Q,3716,632,632,0,0,0,0.020575523376464844,0.04617500305175781
hihp_imp_desc,0.05,SAME-OPP,pair3,P,10758,27059,27059,0,0,0,0.07142448425292969,-0.03918647766113281
hihp_imp_desc,0.05,SAME-OPP,pair3,Q,3716,632,632,0,0,0,-0.026243209838867188,0.024788856506347656
hihp_imp_desc,0.05,SAME-OPP,pair4,P,10758,27059,27059,0,0,0,0.05141925811767578,0.04759979248046875
hihp_imp_desc,0.05,SAME-OPP,pair4,Q,3716,632,632,0,0,0,0.007094383239746094,0.10340499877929688
hihp_imp_desc,0.05,SAME-OPP,pair5,P,10758,27059,27059,0,0,0,0.07461071014404297,-0.038848876953125
hihp_imp_desc,0.05,SAME-OPP,pair5,Q,3716,632,632,0,0,0,0.0035085678100585938,0.04812908172607422
hihp_imp_desc,0.05,SAME-OPP,pair6,P,10758,27059,27059,0,0,0,0.0036907196044921875,0.006070137023925781
hihp_imp_desc,0.05,SAME-OPP,pair6,Q,3716,632,632,0,0,0,-0.039730072021484375,0.08327388763427734
hihp_imp_desc,0.05,SAME-OPP,pair7,P,10758,632,632,0,0,0,0.08246803283691406,0.06586837768554688
hihp_imp_desc,0.05,SAME-OPP,pair7,Q,3716,632,632,0,0,0,-0.02568340301513672,0.039661407470703125
hihp_imp_desc,0.05,SAME-OPP,pair8,P,10758,581,581,0,0,0,0.04849052429199219,-0.009647369384765625
hihp_imp_desc,0.05,SAME-OPP,pair8,Q,3716,581,1874,0,0,1,0.02701091766357422,0.12014484405517578
hihp_imp_desc,0.05,SAME-OPP,pair9,P,10758,27059,27059,0,0,0,0.08251380920410156,0.049835205078125
hihp_imp_desc,0.05,SAME-OPP,pair9,Q,3716,1928,1928,0,0,0,0.02547931671142578,0.07908439636230469
hihp_imp_desc,0.05,SAME-MORE,pair0,P,10758,632,632,0,0,0,0.12941551208496094,0.3747091293334961
hihp_imp_desc,0.05,SAME-MORE,pair0,Q,3716,39733,39733,0,0,0,-0.1371145248413086,0.2676525115966797
hihp_imp_desc,0.05,SAME-MORE,pair1,P,10758,27059,27059,0,0,0,0.1910238265991211,0.16364479064941406
hihp_imp_desc,0.05,SAME-MORE,pair1,Q,3716,19157,632,0,0,1,-0.1394214630126953,0.13379383087158203
hihp_imp_desc,0.05,SAME-MORE,pair2,P,10758,632,632,0,0,0,0.23785686492919922,-0.08594608306884766
hihp_imp_desc,0.05,SAME-MORE,pair2,Q,3716,632,632,0,0,0,-0.12917137145996094,0.20489120483398438
hihp_imp_desc,0.05,SAME-MORE,pair3,P,10758,27059,27059,0,0,0,0.234619140625,0.10112190246582031
hihp_imp_desc,0.05,SAME-MORE,pair3,Q,3716,632,632,0,0,0,-0.12073802947998047,0.04192924499511719
hihp_imp_desc,0.05,SAME-MORE,pair4,P,10758,27059,27059,0,0,0,0.2909278869628906,0.032523155212402344
hihp_imp_desc,0.05,SAME-MORE,pair4,Q,3716,632,632,0,0,0,-0.08253288269042969,0.09771537780761719
hihp_imp_desc,0.05,SAME-MORE,pair5,P,10758,27059,27059,0,0,0,0.20333480834960938,-0.3392295837402344
hihp_imp_desc,0.05,SAME-MORE,pair5,Q,3716,632,632,0,0,0,-0.18256855010986328,-0.13555145263671875
hihp_imp_desc,0.05,SAME-MORE,pair6,P,10758,27059,27059,0,0,0,0.3574380874633789,0.042461395263671875
hihp_imp_desc,0.05,SAME-MORE,pair6,Q,3716,632,632,0,0,0,-0.018329620361328125,-0.10206413269042969
hihp_imp_desc,0.05,SAME-MORE,pair7,P,10758,632,632,0,0,0,0.21183395385742188,0.04873943328857422
hihp_imp_desc,0.05,SAME-MORE,pair7,Q,3716,632,632,0,0,0,-0.114593505859375,0.11154937744140625
hihp_imp_desc,0.05,SAME-MORE,pair8,P,10758,581,581,0,0,0,0.22041893005371094,-0.1280679702758789
hihp_imp_desc,0.05,SAME-MORE,pair8,Q,3716,581,581,0,0,0,-0.0983896255493164,0.05823802947998047
hihp_imp_desc,0.05,SAME-MORE,pair9,P,10758,27059,27059,0,0,0,0.21257972717285156,0.06486034393310547
hihp_imp_desc,0.05,SAME-MORE,pair9,Q,3716,1928,632,0,0,1,-0.029306411743164062,-0.0062160491943359375
hihp_imp_desc,0.05,SAME-LESS,pair0,P,10758,632,632,0,0,0,-0.011668205261230469,-0.308563232421875
hihp_imp_desc,0.05,SAME-LESS,pair0,Q,3716,39733,39733,0,0,0,-0.24411392211914062,-0.2654104232788086
hihp_imp_desc,0.05,SAME-LESS,pair1,P,10758,27059,27059,0,0,0,0.11381053924560547,-0.18233013153076172
hihp_imp_desc,0.05,SAME-LESS,pair1,Q,3716,19157,632,0,0,1,-0.16588592529296875,-0.0868692398071289
hihp_imp_desc,0.05,SAME-LESS,pair2,P,10758,632,632,0,0,0,0.138671875,-0.5772438049316406
hihp_imp_desc,0.05,SAME-LESS,pair2,Q,3716,632,632,0,0,0,-0.20596790313720703,-0.6198616027832031
hihp_imp_desc,0.05,SAME-LESS,pair3,P,10758,27059,27059,0,0,0,0.1953105926513672,-0.60479736328125
hihp_imp_desc,0.05,SAME-LESS,pair3,Q,3716,632,632,0,0,0,-0.1561107635498047,-0.41660308837890625
hihp_imp_desc,0.05,SAME-LESS,pair4,P,10758,27059,27059,0,0,0,0.21189022064208984,-0.4807119369506836
hihp_imp_desc,0.05,SAME-LESS,pair4,Q,3716,632,632,0,0,0,-0.15299320220947266,-0.21872425079345703
hihp_imp_desc,0.05,SAME-LESS,pair5,P,10758,27059,27059,0,0,0,0.14931392669677734,-0.6256771087646484
hihp_imp_desc,0.05,SAME-LESS,pair5,Q,3716,632,632,0,0,0,-0.21713638305664062,-0.46498680114746094
