model,group,ratio,ratio_label,k,k_actual,crel_pair,pair_id,attr_dim,delta_target_logit_signed,delta_source_logit_signed,argmax_token_id_clean,argmax_token_id_patched,n_cell_C_p,n_cell_D_p,n_cell_hihp_p,n_cell_hilp_p,causal_imp_median,perturbation_median
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair0,P,0.0,-0.25,24202,24202,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair0,Q,0.125,0.0,13702,13702,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair1,P,0.0,-0.34375,24202,24202,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair1,Q,0.0,0.1875,13702,13702,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair2,P,0.0,-0.484375,24202,24202,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair2,Q,0.0,0.0625,13702,13702,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair3,P,0.125,-0.296875,24202,24202,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair3,Q,0.0,-0.0625,13702,13702,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair4,P,0.0,-0.203125,24202,24202,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair4,Q,0.0,0.0,13702,13702,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair5,P,0.25,-0.3125,24202,24202,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair5,Q,0.125,0.0,13702,13702,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair6,P,0.125,-0.3125,24202,24202,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair6,Q,0.125,0.125,13702,13702,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair7,P,0.125,-0.28125,24202,24202,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair7,Q,0.125,0.0,13702,13702,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair8,P,0.25,-0.203125,24202,24202,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair8,Q,-0.125,-0.0625,13702,13702,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair9,P,0.125,-0.234375,24202,24202,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-OPP,pair9,Q,0.0,0.25,13702,13702,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair0,P,-0.125,-0.4375,111865,111865,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair0,Q,0.0,-0.3125,111865,111865,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair1,P,0.0,-0.46875,33261,11341,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair1,Q,0.125,-0.28125,33261,33261,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair2,P,0.0,-0.5,2953,2953,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair2,Q,0.125,-0.28125,2953,2953,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair3,P,0.125,-0.8984375,5502,5502,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair3,Q,0.25,-0.578125,5502,5502,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair4,P,0.0,-0.53125,22344,22344,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair4,Q,0.125,-0.375,22344,22344,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair5,P,0.0,-0.765625,93838,93838,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair5,Q,0.0,-0.5,93838,93838,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair6,P,0.125,-0.5625,27299,27299,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair6,Q,0.125,-0.375,27299,27299,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair7,P,0.0,-0.46875,15907,15907,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair7,Q,0.0,-0.4375,23543,23543,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair8,P,0.0,-0.59375,4380,4380,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair8,Q,0.125,-0.34375,4380,4380,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair9,P,0.0,-0.5,15981,15981,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-MORE,pair9,Q,0.0,-0.40625,15981,15981,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair0,P,0.125,-0.40625,104647,104647,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair0,Q,-0.125,-0.203125,104647,104647,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair1,P,0.0,-0.25,45285,45285,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair1,Q,0.0,-0.15625,45285,45285,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair2,P,0.125,-1.12109375,98448,98448,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair2,Q,0.125,-0.33984375,98448,98448,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair3,P,-0.125,-0.640625,47316,47316,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair3,Q,0.125,-0.5,47316,47316,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair4,P,-0.125,-0.453125,6029,6029,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair4,Q,0.0,-0.1875,6029,6029,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair5,P,0.0,-0.43359375,86212,86212,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair5,Q,-0.125,-0.109375,86212,86212,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair6,P,0.0,-0.3125,2984,2984,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair6,Q,0.0,-0.28125,2984,2984,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair7,P,0.0,-0.390625,7863,7863,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair7,Q,0.0,-0.1875,7863,7863,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair8,P,0.0,-0.3125,3400,3400,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair8,Q,-0.125,-0.21875,3400,3400,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair9,P,0.0,-0.25,4374,4374,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,SAME-LESS,pair9,Q,0.125,-0.125,4374,4374,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair0,P,-0.125,-0.140625,111865,111865,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair0,Q,0.0,-0.0390625,111865,111865,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair1,P,-0.125,-0.109375,33261,33261,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair1,Q,0.0,0.0,33261,33261,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair2,P,0.0,-0.1328125,2953,2953,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair2,Q,0.125,-0.0625,2953,2953,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair3,P,0.0,-0.390625,5502,5502,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair3,Q,0.25,-0.34375,5502,5502,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair4,P,0.0,-0.109375,22344,22344,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair4,Q,0.0,-0.125,22344,22344,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair5,P,0.0,-0.2783203125,93838,93838,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair5,Q,0.0,0.0,93838,93838,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair6,P,0.0,-0.27734375,27299,27299,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair6,Q,0.0,-0.125,27299,27299,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair7,P,0.0,-0.150390625,15907,15907,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair7,Q,0.125,-0.1875,23543,23543,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair8,P,0.0,-0.0703125,4380,4380,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair8,Q,0.0,-0.140625,4380,4380,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair9,P,0.0,-0.2294921875,15981,15981,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-MORE,pair9,Q,0.0,-0.234375,15981,15981,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-LESS,pair0,P,0.0,0.09375,104647,104647,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-LESS,pair0,Q,-0.125,0.087890625,104647,104647,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-LESS,pair1,P,-0.125,0.1328125,45285,45285,84,227,252,109,0.034375,1.7816407084465027
gemma-2-9b-it,C_p_imp_asc,0.05,r0.05,33,33,OPP-LESS,pair1,Q,0.0,0.10888671875,45285,45285,84,227,252,109,0.034375,1.7816407084465027
